Timestamp,Epoch,Step,Loss,Accuracy
2026-05-24 17:48:41,21,1281,0.007,1.000
2026-05-24 17:48:42,21,1282,0.020,1.000
2026-05-24 17:48:42,21,1283,0.001,1.000
2026-05-24 17:48:42,21,1284,0.001,1.000
2026-05-24 17:48:42,21,1285,0.074,0.969
2026-05-24 17:48:42,21,1286,0.006,1.000
2026-05-24 17:48:43,21,1287,0.002,1.000
2026-05-24 17:48:43,21,1288,0.017,1.000
2026-05-24 17:48:43,21,1289,0.109,0.969
2026-05-24 17:48:43,21,1290,0.013,1.000
2026-05-24 17:48:43,21,1291,0.023,1.000
2026-05-24 17:48:44,21,1292,0.002,1.000
2026-05-24 17:48:44,21,1293,0.166,0.969
2026-05-24 17:48:44,21,1294,0.010,1.000
2026-05-24 17:48:44,21,1295,0.002,1.000
2026-05-24 17:48:44,21,1296,0.001,1.000
2026-05-24 17:48:44,21,1297,0.012,1.000
2026-05-24 17:48:45,21,1298,0.016,1.000
2026-05-24 17:48:45,21,1299,0.000,1.000
2026-05-24 17:48:45,21,1300,0.002,1.000
2026-05-24 17:48:45,21,1301,0.112,0.969
2026-05-24 17:48:45,21,1302,0.000,1.000
2026-05-24 17:48:46,21,1303,0.000,1.000
2026-05-24 17:48:46,21,1304,0.002,1.000
2026-05-24 17:48:46,21,1305,0.000,1.000
2026-05-24 17:48:46,21,1306,0.078,0.969
2026-05-24 17:48:46,21,1307,0.000,1.000
2026-05-24 17:48:46,21,1308,0.029,1.000
2026-05-24 17:48:47,21,1309,0.004,1.000
2026-05-24 17:48:47,21,1310,0.054,0.969
2026-05-24 17:48:47,21,1311,0.001,1.000
2026-05-24 17:48:47,21,1312,0.000,1.000
2026-05-24 17:48:47,21,1313,0.006,1.000
2026-05-24 17:48:48,21,1314,0.039,0.969
2026-05-24 17:48:48,21,1315,0.003,1.000
2026-05-24 17:48:48,21,1316,0.029,1.000
2026-05-24 17:48:48,21,1317,0.002,1.000
2026-05-24 17:48:48,21,1318,0.083,0.969
2026-05-24 17:48:48,21,1319,0.016,1.000
2026-05-24 17:48:49,21,1320,0.014,1.000
2026-05-24 17:48:49,21,1321,0.000,1.000
2026-05-24 17:48:49,21,1322,0.003,1.000
2026-05-24 17:48:49,21,1323,0.013,1.000
2026-05-24 17:48:49,21,1324,0.024,1.000
2026-05-24 17:48:50,21,1325,0.001,1.000
2026-05-24 17:48:50,21,1326,0.002,1.000
2026-05-24 17:48:50,21,1327,0.071,0.969
2026-05-24 17:48:50,21,1328,0.002,1.000
2026-05-24 17:48:50,21,1329,0.006,1.000
2026-05-24 17:48:50,21,1330,0.001,1.000
2026-05-24 17:48:51,21,1331,0.006,1.000
2026-05-24 17:48:51,21,1332,0.081,0.938
2026-05-24 17:48:51,21,1333,0.010,1.000
2026-05-24 17:48:51,21,1334,0.002,1.000
2026-05-24 17:48:51,21,1335,0.038,0.969
2026-05-24 17:48:52,21,1336,0.007,1.000
2026-05-24 17:48:52,21,1337,0.001,1.000
2026-05-24 17:48:52,21,1338,0.001,1.000
2026-05-24 17:48:52,21,1339,0.000,1.000
2026-05-24 17:48:52,21,1340,0.000,1.000
2026-05-24 17:48:52,21,1341,0.125,0.938
2026-05-24 17:48:53,21,1342,0.114,0.969
2026-05-24 17:48:53,21,1343,0.004,1.000
2026-05-24 17:48:53,21,1344,0.000,1.000
2026-05-24 17:49:08,22,1345,0.052,0.969
2026-05-24 17:49:09,22,1346,0.002,1.000
2026-05-24 17:49:09,22,1347,0.186,0.969
2026-05-24 17:49:09,22,1348,0.025,1.000
2026-05-24 17:49:09,22,1349,0.005,1.000
2026-05-24 17:49:09,22,1350,0.016,1.000
2026-05-24 17:49:10,22,1351,0.010,1.000
2026-05-24 17:49:10,22,1352,0.036,0.969
2026-05-24 17:49:10,22,1353,0.004,1.000
2026-05-24 17:49:10,22,1354,0.006,1.000
2026-05-24 17:49:10,22,1355,0.000,1.000
2026-05-24 17:49:10,22,1356,0.001,1.000
2026-05-24 17:49:11,22,1357,0.010,1.000
2026-05-24 17:49:11,22,1358,0.070,0.969
2026-05-24 17:49:11,22,1359,0.028,0.969
2026-05-24 17:49:11,22,1360,0.041,0.969
2026-05-24 17:49:11,22,1361,0.005,1.000
2026-05-24 17:49:12,22,1362,0.008,1.000
2026-05-24 17:49:12,22,1363,0.000,1.000
2026-05-24 17:49:12,22,1364,0.008,1.000
2026-05-24 17:49:12,22,1365,0.009,1.000
2026-05-24 17:49:12,22,1366,0.023,1.000
2026-05-24 17:49:13,22,1367,0.032,0.969
2026-05-24 17:49:13,22,1368,0.001,1.000
2026-05-24 17:49:13,22,1369,0.089,0.969
2026-05-24 17:49:13,22,1370,0.030,0.969
2026-05-24 17:49:13,22,1371,0.007,1.000
2026-05-24 17:49:13,22,1372,0.025,0.969
2026-05-24 17:49:14,22,1373,0.007,1.000
2026-05-24 17:49:14,22,1374,0.016,1.000
2026-05-24 17:49:14,22,1375,0.030,1.000
2026-05-24 17:49:14,22,1376,0.005,1.000
2026-05-24 17:49:14,22,1377,0.007,1.000
2026-05-24 17:49:15,22,1378,0.003,1.000
2026-05-24 17:49:15,22,1379,0.002,1.000
2026-05-24 17:49:15,22,1380,0.001,1.000
2026-05-24 17:49:15,22,1381,0.056,0.969
2026-05-24 17:49:15,22,1382,0.000,1.000
2026-05-24 17:49:15,22,1383,0.071,0.969
2026-05-24 17:49:16,22,1384,0.008,1.000
2026-05-24 17:49:16,22,1385,0.001,1.000
2026-05-24 17:49:16,22,1386,0.000,1.000
2026-05-24 17:49:16,22,1387,0.019,1.000
2026-05-24 17:49:16,22,1388,0.068,0.969
2026-05-24 17:49:17,22,1389,0.008,1.000
2026-05-24 17:49:17,22,1390,0.001,1.000
2026-05-24 17:49:17,22,1391,0.016,1.000
2026-05-24 17:49:17,22,1392,0.000,1.000
2026-05-24 17:49:17,22,1393,0.002,1.000
2026-05-24 17:49:17,22,1394,0.003,1.000
2026-05-24 17:49:18,22,1395,0.002,1.000
2026-05-24 17:49:18,22,1396,0.003,1.000
2026-05-24 17:49:18,22,1397,0.001,1.000
2026-05-24 17:49:18,22,1398,0.001,1.000
2026-05-24 17:49:18,22,1399,0.069,0.969
2026-05-24 17:49:19,22,1400,0.039,1.000
2026-05-24 17:49:19,22,1401,0.003,1.000
2026-05-24 17:49:19,22,1402,0.047,0.969
2026-05-24 17:49:19,22,1403,0.005,1.000
2026-05-24 17:49:19,22,1404,0.065,0.969
2026-05-24 17:49:19,22,1405,0.002,1.000
2026-05-24 17:49:20,22,1406,0.001,1.000
2026-05-24 17:49:20,22,1407,0.030,1.000
2026-05-24 17:49:20,22,1408,0.000,1.000
2026-05-24 17:49:22,23,1409,0.014,1.000
2026-05-24 17:49:22,23,1410,0.006,1.000
2026-05-24 17:49:22,23,1411,0.214,0.906
2026-05-24 17:49:22,23,1412,0.000,1.000
2026-05-24 17:49:22,23,1413,0.001,1.000
2026-05-24 17:49:23,23,1414,0.066,0.969
2026-05-24 17:49:23,23,1415,0.049,0.969
2026-05-24 17:49:23,23,1416,0.000,1.000
2026-05-24 17:49:23,23,1417,0.001,1.000
2026-05-24 17:49:23,23,1418,0.008,1.000
2026-05-24 17:49:23,23,1419,0.066,0.969
2026-05-24 17:49:24,23,1420,0.388,0.969
2026-05-24 17:49:24,23,1421,0.040,0.969
2026-05-24 17:49:24,23,1422,0.210,0.938
2026-05-24 17:49:24,23,1423,0.010,1.000
2026-05-24 17:49:24,23,1424,0.067,0.969
2026-05-24 17:49:24,23,1425,0.009,1.000
2026-05-24 17:49:25,23,1426,0.001,1.000
2026-05-24 17:49:25,23,1427,0.140,0.969
